Year,Manufacturer,Region,MilesDriven,FuelType,SellerType,TransmissionType,PrevOwnerCount,SeatCount,MPG,Power(bhp),EnginePower(CC),SellingPrice($)
2016,1,1,13670.162,0,0,1,1,5,41.87,117.3,1497,925000
2009,3,2,62137.1,1,0,1,2,5,41.87,67.0,1399,190000
2015,4,2,24854.84,1,0,1,1,5,59.84,56.3,936,200000
2014,3,2,49709.68,1,0,1,1,5,47.04,68.05,1399,300000
2016,2,1,43185.2845,1,0,1,2,8,30.55,100.6,2494,1151000
2016,2,1,49709.68,1,0,1,1,7,30.55,100.6,2494,950000
2016,3,2,49709.68,1,0,0,1,7,25.66,197.0,3198,2100000
2012,2,1,100662.102,1,0,1,4,7,30.11,102.0,2494,520000
2017,9,3,24854.84,1,0,1,1,5,50.95,108.62,1498,575000
2019,1,1,809.646413,0,1,1,1,5,41.87,86.7,1198,690000
2018,8,3,19759.5978,1,1,0,1,5,40.01,188.0,1968,3975000
2019,12,3,12427.42,0,1,0,1,5,52.62,214.56,2487,5150000
2017,13,3,27961.695,1,1,0,1,5,45.47,177.0,1999,3200000
2018,10,3,18330.4445,1,1,0,1,5,52.88,187.74,1995,3790000
2017,1,1,45360.083,0,1,0,1,5,28.23,187.4,2354,1750000
2017,1,1,36039.518000000004,0,1,0,1,5,28.23,187.4,2354,1825000
2016,6,3,43495.97,1,1,0,1,7,28.23,224.0,2987,4090000
2013,2,1,24233.469,0,1,0,1,5,33.59,138.03,1798,625000
2012,3,2,62137.1,1,0,1,2,5,47.04,68.0,1399,220000
2016,1,1,49709.68,1,0,1,2,5,60.69,98.6,1498,500000
2016,1,1,37282.26,1,0,1,1,7,51.51,98.6,1498,950000
2015,4,2,68350.81,1,0,1,2,10,31.94,72.4,2499,580000
2010,3,2,77246.357236,1,1,1,2,5,47.04,68.0,1399,185000
2015,2,1,31068.55,1,0,1,1,8,30.55,100.6,2494,1000000
2016,4,2,123031.458,1,0,1,1,8,42.81,73.74,1248,500000
2014,11,1,18641.13,0,0,1,1,5,46.31,67.04,1198,390000
2012,3,2,64618.855774,1,0,1,4,5,47.04,68.0,1399,320000
2003,2,1,43495.97,0,0,1,2,5,31.52,125.0,1794,145000
2017,3,2,43495.97,1,0,1,1,5,60.76,99.0,1498,670000
2011,3,2,49709.68,1,0,1,1,5,47.04,68.0,1399,300000
2009,8,3,60894.358,1,0,0,4,7,28.39,241.4,2967,810000
2009,2,1,134837.507,1,0,1,4,8,30.11,102.0,2494,525000
2006,1,1,74564.52,0,0,1,2,5,39.75,100.0,1497,150000
2016,1,1,25476.211,0,0,1,1,5,43.99,88.7,1199,500000
2012,3,2,74564.52,1,0,1,3,5,41.87,67.0,1399,340000
2011,2,1,44738.712,0,1,1,1,5,41.4,88.7,1496,300000
2014,2,1,34107.675561000004,1,1,1,1,5,55.49,67.04,1364,480000
2017,10,3,27340.324,1,1,0,1,5,53.37,190.0,1995,2600000
2017,2,1,11737.698190000001,1,1,0,1,7,26.72,171.5,2755,1850000
2018,9,3,9006.772645000001,0,1,1,1,5,44.17,75.0,999,560000
2010,2,1,51937.295035,1,1,1,1,5,50.41,87.2,1364,425000
2014,9,3,19262.501,0,1,0,2,5,40.48,103.6,1197,550000
2016,2,1,62137.1,1,1,1,1,7,32.18,147.8,2393,1475000
2016,1,1,16155.646,0,1,0,1,5,44.69,88.7,1199,600000
2015,4,2,31068.55,0,0,1,1,5,43.75,76.8,1199,200000
2016,4,2,18641.13,0,0,1,1,5,42.81,82.4,1199,400000
2005,3,2,9853.701318,0,0,1,1,5,32.46,70.0,1299,150000
2014,4,2,31068.55,1,0,1,1,9,31.94,72.4,2499,500000
2013,4,2,37282.26,1,0,1,2,5,59.84,57.6,936,200000
2015,1,1,68350.81,1,0,1,1,7,57.63,98.6,1498,650000
2015,3,2,49709.68,1,0,1,2,5,58.83,89.75,1498,501000
2015,3,2,24854.84,0,0,0,1,5,40.01,110.4,1499,416000
2016,4,2,9320.565,0,0,1,1,5,42.81,82.4,1199,550000
2017,13,3,5592.339,1,1,0,1,5,31.99,177.0,1999,2711000
2019,12,3,12427.42,0,1,0,1,5,52.62,214.56,2487,5150000
2017,13,3,27961.695,1,1,0,1,5,45.47,177.0,1999,3200000
2019,10,3,4660.2825,1,1,0,1,5,39.47,190.0,1995,5400000
2019,10,3,5281.6535,1,1,0,1,5,39.47,190.0,1995,5500000
2015,1,1,60272.987,1,0,1,2,5,60.69,98.6,1498,430000
2012,9,3,37282.26,1,0,1,3,5,48.22,105.0,1598,400000
2019,1,1,21747.985,0,0,1,1,5,41.16,88.7,1199,580000
2013,4,2,68350.81,0,0,1,2,5,42.81,84.8,1199,120000
2013,2,1,21747.985,1,0,1,1,7,30.55,100.6,2494,400000
2018,1,1,9320.565,1,0,1,1,5,59.98,98.6,1498,1035000
2016,2,1,34175.405,1,0,0,1,7,26.72,171.5,2755,1575000
2013,2,1,45360.083,1,0,1,1,8,30.55,100.0,2494,900000
2015,3,2,19883.872,1,0,1,2,5,60.76,99.0,1498,459999
2012,11,1,69638.290712,1,0,1,1,5,50.9,84.8,1461,290000
2014,3,2,18641.13,1,0,1,1,5,47.04,68.05,1399,400000
2009,4,2,49709.68,0,0,1,2,5,42.34,62.0,995,150000
2007,10,3,68350.81,1,0,0,4,5,37.8,181.0,1995,480000
2011,6,3,49709.68,0,0,0,2,5,25.71,204.0,2497,1190000
2018,3,2,11806.049,1,0,1,1,5,54.1,98.96,1498,900000
2017,1,1,9805.23438,0,0,1,1,5,41.87,86.7,1198,570000
2012,9,3,49709.68,1,0,1,3,5,48.31,103.6,1598,280000
2016,3,2,31068.55,0,0,1,2,5,42.71,86.8,1196,388000
2011,9,3,74564.52,1,0,1,3,5,48.31,103.6,1598,300000
2011,11,1,68350.81,0,0,1,1,5,42.48,75.0,1198,110000
2011,3,2,44738.712,1,0,1,1,5,47.04,68.0,1399,240000
2011,4,2,21747.985,0,0,1,1,5,42.34,62.0,995,150000
2015,1,1,27961.695,0,0,0,1,5,36.46,86.7,1198,415000
2015,1,1,27961.695,0,0,0,1,5,36.46,86.7,1198,450000
2014,1,1,24854.84,0,0,1,3,5,45.63,86.8,1198,325000
2017,13,3,5592.339,1,1,0,1,5,31.99,177.0,1999,2711000
2019,12,3,12427.42,0,1,0,1,5,52.62,214.56,2487,5150000
2017,13,3,27961.695,1,1,0,1,5,45.47,177.0,1999,3200000
2019,10,3,4660.2825,1,1,0,1,5,39.47,190.0,1995,5400000
2019,10,3,5281.6535,1,1,0,1,5,39.47,190.0,1995,5500000
2015,7,1,24233.469,1,0,1,1,7,31.75,175.56,2477,1700000
2010,3,2,55923.39,0,0,1,2,5,36.69,70.0,1196,160000
2006,1,1,49709.68,0,0,1,3,5,31.75,130.0,1799,150000
2011,2,1,114953.635,1,0,1,2,5,50.41,87.2,1364,365000
2009,14,3,68350.81,0,0,1,2,5,36.93,67.0,1172,140000
2016,14,3,62137.1,1,0,1,1,5,48.22,91.72,1248,360000
2008,1,1,68350.81,0,0,1,2,5,41.63,78.0,1497,200000
2011,3,2,80778.23,1,0,1,2,5,41.87,68.0,1399,320000
2015,7,1,24233.469,1,0,1,1,7,31.75,175.56,2477,1700000
2011,2,1,75770.601111,1,1,1,1,8,30.11,102.0,2494,500000
2011,2,1,55662.41418,1,1,1,2,8,30.11,102.0,2494,650000
2011,2,1,155342.75,1,0,1,2,7,30.11,102.0,2494,550000
2011,2,1,155342.75,1,0,1,2,7,30.11,102.0,2494,550000
2019,3,2,1733.003719,0,1,1,1,5,42.71,86.8,1196,675000
2018,3,2,21920.726138,1,1,1,1,5,55.98,98.97,1499,700000
2018,3,2,1777.12106,1,1,1,1,5,55.98,98.97,1499,795000
2010,2,1,124274.2,1,0,1,1,7,30.11,102.0,2494,515000
2011,2,1,62137.1,1,0,1,2,5,55.49,67.1,1364,350000
2011,3,2,48816.148502000004,1,1,1,1,5,47.04,68.0,1399,250000
2017,3,2,21747.985,1,0,1,1,5,57.13,99.0,1498,620000
2017,5,2,19883.872,1,0,1,1,5,38.34,170.0,1956,1511000
2011,2,1,74564.52,1,0,1,1,7,27.05,171.0,2982,900000
2012,9,3,62137.1,1,0,1,1,5,48.31,103.6,1598,335000
2011,3,2,74564.52,1,0,1,2,5,47.04,68.0,1399,135000
2014,1,1,34796.776,0,0,1,2,5,40.93,117.3,1497,565000
2014,1,1,37282.26,0,0,1,1,5,41.87,117.3,1497,650000
2010,2,1,99419.36,1,0,1,1,7,30.11,102.0,2494,650000
2014,4,2,49709.68,0,0,1,1,7,32.22,98.82,1399,312000
2015,3,2,39146.373,1,0,1,1,5,53.56,98.59,1498,600000
2013,1,1,31068.55,1,0,1,1,5,60.69,98.6,1498,484999
2013,3,2,55923.39,0,0,1,1,5,33.14,99.6,1596,350000
2012,4,2,37282.26,0,0,1,1,5,43.75,79.4,1199,180000
2005,4,2,136701.62,1,0,1,1,10,34.81,80.0,2499,160000
2004,2,1,74564.52,0,0,1,2,5,31.52,164.7,2362,250000
2018,1,1,24854.84,0,0,1,1,5,41.87,86.7,1198,635000
2007,3,2,49709.68,0,0,1,2,5,39.05,68.0,1388,120000
2014,2,1,74564.52,1,0,1,1,5,55.49,67.04,1364,420000
2019,9,3,15534.275,1,0,1,1,5,50.95,108.62,1498,800000
2015,2,1,15534.275,1,0,1,1,5,55.49,67.04,1364,450000
2012,3,2,37282.26,1,0,1,1,5,41.87,67.0,1399,330000
2017,1,1,15223.5895,1,1,1,1,5,60.69,98.6,1498,600000
2015,1,1,52816.535,1,1,1,1,5,60.69,98.6,1498,450000
2011,2,1,28272.3805,0,1,1,1,5,39.47,88.73,1496,285000
2012,2,1,68350.81,1,1,1,1,5,55.49,67.04,1364,411000
2011,1,1,58098.188500000004,0,1,1,3,5,39.99,118.0,1497,350000
2016,2,1,18641.13,1,0,0,1,7,26.72,171.5,2755,1800000
2018,3,2,8823.4682,0,0,1,1,5,42.71,86.8,1196,550000
2007,3,2,60272.987,0,0,1,1,5,39.05,68.0,1388,142000
2012,9,3,37468.6713,1,0,1,1,5,51.91,73.9,1199,300000
2016,1,1,68350.81,1,0,1,1,5,61.16,98.6,1498,700000
2013,4,2,34992.507865,1,0,1,1,5,59.84,57.6,936,175000
2013,2,1,74564.52,1,0,1,1,5,55.49,67.06,1364,325000
2006,4,2,62137.1,1,0,1,1,10,34.81,80.0,2499,225000
2006,2,1,62137.1,0,0,1,4,5,31.52,125.0,1794,150000
2013,3,2,43495.97,0,0,1,2,5,37.28,110.4,1499,500000
2012,2,1,74564.52,1,0,1,2,8,30.11,102.0,2494,850000
2013,1,1,49709.68,0,0,1,1,5,45.63,86.8,1198,355000
2006,3,2,71035.754091,1,0,1,2,5,41.87,68.0,1399,180000
2014,2,1,90720.166,1,0,1,1,5,55.49,67.06,1364,415000
2017,2,1,93205.65,1,0,1,1,5,55.49,67.05,1364,632000
2010,1,1,62137.1,0,0,1,3,5,39.99,118.0,1497,300000
2017,13,3,5592.339,1,1,0,1,5,31.99,177.0,1999,2711000
2019,12,3,12427.42,0,1,0,1,5,52.62,214.56,2487,5150000
2017,13,3,27961.695,1,1,0,1,5,45.47,177.0,1999,3200000
2019,10,3,4660.2825,1,1,0,1,5,39.47,190.0,1995,5400000
2019,10,3,5281.6535,1,1,0,1,5,39.47,190.0,1995,5500000
2016,2,1,49709.68,1,0,1,2,5,55.49,67.05,1364,509999
2015,2,1,68350.81,1,0,1,1,7,30.55,100.6,2494,905000
2006,2,1,86991.94,1,0,1,2,8,30.11,102.0,2494,300000
2015,2,1,55923.39,1,0,1,2,8,30.55,100.6,2494,860000
2013,1,1,86991.94,1,0,1,3,5,60.69,98.6,1498,350000
2010,4,2,74564.52,0,0,1,1,5,42.34,62.0,995,75000
2015,2,1,37282.26,1,0,0,1,7,29.52,168.5,2982,2000000
2011,2,1,180818.961,1,0,1,2,7,30.11,102.0,2494,750000
2010,2,1,155342.75,1,0,1,2,7,30.11,102.0,2494,750000
2017,11,1,13359.4765,0,0,0,1,5,45.49,76.0,1198,560000
2019,3,2,12427.42,1,0,1,1,5,54.1,98.96,1498,1145000
2011,2,1,122410.087,1,0,1,1,7,30.11,102.0,2494,800000
2010,2,1,74564.52,1,0,1,2,8,30.11,102.0,2494,525000
2015,1,1,31068.55,0,0,0,1,5,44.69,88.7,1199,575000
2012,3,2,33554.034,1,0,1,1,5,47.04,68.0,1399,300000
2016,14,3,20507.107113000002,0,0,1,1,5,36.93,67.0,1172,265000
2012,2,1,85749.198,1,0,1,2,8,30.11,102.0,2494,650000
2017,1,1,37282.26,1,0,1,2,5,60.69,98.6,1498,515000
2009,3,2,62137.1,1,0,1,2,5,41.87,67.0,1399,190000
2015,4,2,24854.84,1,0,1,1,5,59.84,56.3,936,200000
2018,3,2,55923.39,0,0,1,1,5,39.99,121.36,1497,850000
2011,9,3,37282.26,0,0,1,2,5,38.74,73.9,1198,270000
2017,5,2,9320.565,1,0,1,1,5,40.22,170.0,1956,1515000
2016,4,2,31068.55,0,0,1,2,5,38.1,62.1,995,160000
2016,4,2,37282.26,1,0,1,2,5,59.84,56.3,936,215000
2013,11,1,51573.793,1,0,1,1,5,54.29,63.1,1461,400000
2007,2,1,105633.07,1,0,1,1,8,30.11,102.0,2494,400000
2017,3,2,37282.26,1,0,1,1,5,53.56,98.59,1498,700000
2017,3,2,37282.26,1,0,1,1,5,53.56,98.59,1498,850000
2015,1,1,21747.985,0,0,1,1,7,40.69,117.3,1497,500000
2014,11,1,74564.52,1,0,1,2,5,44.71,108.5,1461,525000
2012,4,2,50952.422,1,0,1,3,5,40.69,163.7,1998,495000
2015,14,3,41631.857,1,0,1,1,5,49.87,75.0,1248,550000
2015,2,1,74564.52,1,0,1,1,7,30.58,142.0,2494,2000000
2015,14,3,59962.3015,1,0,1,1,5,48.22,91.72,1248,500000
2013,3,2,54340.136692,1,1,1,2,5,53.56,98.59,1498,480000
2018,3,2,10563.307,1,0,1,1,5,54.1,98.96,1498,750000
2015,14,3,59962.3015,1,0,1,1,5,48.22,91.72,1248,425000
2010,1,1,49088.309,0,0,1,1,5,39.52,116.3,1497,285000
2012,14,3,37282.26,1,0,1,2,5,47.75,75.0,1248,170000
2015,14,3,74564.52,1,0,1,1,5,48.22,91.72,1248,450000
2015,1,1,46602.825,1,0,1,2,5,60.69,98.6,1498,509999
2014,9,3,39767.744,0,0,1,3,5,35.38,103.2,1598,390000
2010,8,3,68350.81,1,0,0,2,7,28.39,241.4,2967,1750000
2012,4,2,46602.825,1,0,1,1,5,59.84,57.6,936,140000
2011,4,2,12427.42,0,0,1,2,5,42.34,62.0,995,190000
2012,11,1,68350.81,0,0,1,1,5,39.87,97.7,1498,350000
2016,2,1,24854.84,0,0,0,1,7,25.29,163.7,2694,2100000
2015,3,2,68350.81,1,0,1,2,5,60.76,99.0,1498,350000
2019,3,2,21747.985,1,0,1,1,5,54.1,98.96,1498,900000
2018,1,1,18641.13,1,0,1,1,5,59.98,98.6,1498,900000
2015,1,1,37282.26,1,0,1,1,5,59.04,98.6,1498,670000
2018,9,3,24854.84,1,0,1,1,5,50.95,108.62,1498,600000
2013,10,3,34796.776,1,1,0,1,4,26.34,241.0,2993,3750000
2016,1,1,33554.034,0,1,1,1,5,43.99,88.7,1199,625000
2016,6,3,19262.501,1,1,0,1,5,30.58,204.0,2143,2900000
2011,4,2,55923.39,1,0,0,2,4,42.57,147.9,1991,440000
2018,2,1,8409.635114,0,1,1,1,5,33.59,138.03,1798,1400000
2017,2,1,4349.597,0,1,0,2,5,34.18,138.1,1794,1450000
2017,6,3,14291.533,1,1,0,1,5,42.1,136.0,2143,2700000
2019,2,1,26718.953,1,1,0,1,8,26.72,171.5,2755,1925000
2017,1,1,9320.565,0,0,1,1,5,41.16,88.7,1199,700000
2015,1,1,18641.13,0,1,1,1,5,43.99,88.7,1199,610000
2010,4,2,43495.97,0,0,1,1,5,43.75,79.4,1199,150000
2015,1,1,55923.39,1,0,1,2,5,59.04,98.6,1498,800000
2015,2,1,105633.07,1,0,1,1,5,55.49,67.04,1364,387000
2009,3,2,71457.665,1,0,1,2,5,32.46,68.0,1399,160000
2018,1,1,24854.84,0,0,0,1,5,42.81,88.7,1199,860000
2014,9,3,68972.181,1,0,1,1,5,47.84,103.2,1498,565000
2017,3,2,43495.97,1,0,1,1,5,60.76,99.0,1498,700000
2015,3,2,83885.085,1,0,1,1,5,53.56,98.59,1498,600000
2011,4,2,49709.68,1,0,0,2,4,42.57,147.9,1991,430000
2019,2,1,6213.71,0,0,0,1,5,46.01,81.8,1197,800000
2009,4,2,68350.81,0,0,1,3,5,38.81,63.0,995,60000
2014,4,2,31068.55,1,0,1,1,5,59.84,56.3,936,220000
2014,1,1,99419.36,1,0,1,1,5,59.04,98.6,1498,600000
2018,3,2,12427.42,1,0,1,1,5,54.1,98.96,1498,950000
2010,9,3,49709.68,1,0,1,4,5,51.91,73.9,1199,250000
2010,4,2,62137.1,1,0,1,2,10,34.81,80.0,2499,280000
2010,2,1,49709.68,0,0,1,2,5,29.4,132.0,1794,350000
2016,3,2,42631.642939,1,1,1,1,5,53.39,89.84,1498,515000
2018,3,2,20728.936560000002,1,1,1,1,5,53.56,98.59,1498,925000
2019,3,2,18641.13,1,0,1,1,5,54.1,98.96,1498,975000
2018,3,2,9320.565,0,0,1,1,5,47.98,94.93,1194,620000
2019,11,1,8896.168607,0,1,1,1,5,33.47,104.55,1498,860000
2019,1,1,3106.855,0,0,0,1,5,42.34,117.6,1497,1227000
2017,1,1,17398.388,0,0,1,1,5,41.87,117.3,1497,860000
2018,3,2,24854.84,1,0,1,1,5,54.1,98.96,1498,950000
2012,3,2,54206.541927,1,1,1,2,5,47.04,68.05,1399,225000
2011,4,2,61826.4145,1,0,1,3,7,27.05,147.9,1991,500000
2017,3,2,39121.51816,1,1,1,1,5,60.76,99.0,1498,500000
2017,13,3,5592.339,1,1,0,1,5,31.99,177.0,1999,2711000
2019,12,3,12427.42,0,1,0,1,5,52.62,214.56,2487,5150000
2017,13,3,27961.695,1,1,0,1,5,45.47,177.0,1999,3200000
2019,10,3,4660.2825,1,1,0,1,5,39.47,190.0,1995,5400000
2019,10,3,5281.6535,1,1,0,1,5,39.47,190.0,1995,5500000
2017,13,3,5592.339,1,1,0,1,5,31.99,177.0,1999,2711000
2019,12,3,12427.42,0,1,0,1,5,52.62,214.56,2487,5150000
2017,13,3,27961.695,1,1,0,1,5,45.47,177.0,1999,3200000
2019,10,3,4660.2825,1,1,0,1,5,39.47,190.0,1995,5400000
2019,10,3,5281.6535,1,1,0,1,5,39.47,190.0,1995,5500000
1999,7,1,62137.1,1,0,1,3,5,34.81,68.0,1998,155000
2017,13,3,5592.339,1,1,0,1,5,31.99,177.0,1999,2711000
2019,12,3,12427.42,0,1,0,1,5,52.62,214.56,2487,5150000
2017,13,3,27961.695,1,1,0,1,5,45.47,177.0,1999,3200000
2019,10,3,4660.2825,1,1,0,1,5,39.47,190.0,1995,5400000
2019,10,3,5281.6535,1,1,0,1,5,39.47,190.0,1995,5500000
2015,3,2,49709.68,1,0,1,1,5,58.83,89.75,1498,590000
2008,2,1,136080.249,1,0,1,2,8,30.11,102.0,2494,500000
2005,3,2,55923.39,0,0,1,2,5,32.46,70.0,1299,120000
2012,2,1,152857.266,1,0,1,2,7,30.55,100.0,2494,700000
2016,1,1,31068.55,0,0,0,1,5,42.34,117.3,1497,750000
2006,6,3,24854.84,0,0,1,1,5,27.52,178.0,1796,650000
2015,3,2,15534.275,0,0,1,1,5,37.28,110.4,1499,800000
2010,2,1,37282.26,0,0,1,2,5,34.18,138.0,1798,350000
2015,3,2,15534.275,0,0,1,1,5,37.28,110.4,1499,700000
2010,8,3,34175.405,0,0,0,2,5,28.93,163.2,1781,730000
2019,2,1,3106.855,0,0,1,1,5,56.15,88.5,1197,700000
2012,2,1,139808.475,1,0,1,2,8,30.55,100.0,2494,869999
2017,13,3,5592.339,1,1,0,1,5,31.99,177.0,1999,2711000
2019,12,3,12427.42,0,1,0,1,5,52.62,214.56,2487,5150000
2017,13,3,27961.695,1,1,0,1,5,45.47,177.0,1999,3200000
2019,10,3,4660.2825,1,1,0,1,5,39.47,190.0,1995,5400000
2019,10,3,5281.6535,1,1,0,1,5,39.47,190.0,1995,5500000
2015,11,1,43495.97,1,0,1,1,5,44.71,108.5,1461,750000
2017,1,1,17398.388,0,0,1,1,5,41.87,117.3,1497,860000
2017,3,2,70214.923,1,0,1,1,5,60.76,99.0,1498,430000
2011,3,2,62137.1,1,0,1,1,5,47.04,68.0,1399,220000
2011,4,2,43495.97,1,0,1,4,5,59.84,57.6,936,140000
2015,2,1,31068.55,0,0,1,1,5,33.59,138.03,1798,1100000
2013,13,3,37282.26,1,0,0,1,5,38.48,187.7,2179,2450000
2017,9,3,21126.614,1,0,0,1,5,51.75,108.495,1498,625000
2004,1,1,68350.81,0,0,1,3,5,30.11,100.0,1493,198000
2012,1,1,62137.1,0,0,1,2,5,39.52,116.3,1497,540000
2016,2,1,55923.39,1,0,0,1,7,35.38,174.5,2755,3100000
2015,2,1,74564.52,1,0,1,2,5,55.49,67.05,1364,570000
2015,6,3,62137.1,1,0,0,2,5,35.89,203.2,2143,2600000
2016,6,3,24854.84,1,0,0,2,5,42.1,136.0,2143,1850000
2015,3,2,67729.439,1,1,1,1,5,53.39,89.84,1498,685000
2019,9,3,3355.4034,1,1,1,0,5,52.38,108.6,1498,1350000
2010,10,3,63379.842000000004,1,1,0,1,5,46.15,187.74,1995,1100000
2012,9,3,67108.068,1,1,0,1,5,40.97,175.0,1968,900000
2011,6,3,45981.454,1,1,0,1,5,23.52,170.0,2148,1600000
2013,3,2,98176.618,1,1,1,1,5,57.39,98.96,1499,325000
2018,3,2,24854.84,1,0,1,1,5,54.1,98.96,1498,950000
2017,5,2,12427.42,1,0,1,2,5,38.34,170.0,1956,1920000
2020,9,3,3106.855,0,0,1,1,5,42.9,108.6,999,808000
2016,3,2,6524.3955,0,0,1,1,5,42.71,86.8,1196,512000
2017,13,3,5592.339,1,1,0,1,5,31.99,177.0,1999,2711000
2019,12,3,12427.42,0,1,0,1,5,52.62,214.56,2487,5150000
2017,13,3,27961.695,1,1,0,1,5,45.47,177.0,1999,3200000
2019,10,3,4660.2825,1,1,0,1,5,39.47,190.0,1995,5400000
2019,10,3,5281.6535,1,1,0,1,5,39.47,190.0,1995,5500000
2013,4,2,42253.228,1,0,1,1,5,51.98,76.9,1248,355000
2018,3,2,24854.84,1,0,1,1,5,54.1,98.96,1498,900000
2016,3,2,24854.84,0,0,0,1,5,40.01,110.4,1499,550000
2017,3,2,22990.727,1,0,1,1,5,54.1,98.96,1498,750000
2012,4,2,43495.97,0,0,1,1,5,42.34,62.0,995,130000
2009,14,3,62137.1,0,0,1,2,5,36.93,67.0,1172,100000
2015,2,1,118060.49,1,0,1,1,7,30.55,100.6,2494,1030000
2012,9,3,49709.68,0,0,1,2,5,38.74,73.9,1198,290000
2019,3,2,18641.13,1,0,1,1,5,54.1,98.96,1498,975000
2019,1,1,3106.855,0,0,0,1,5,42.34,117.6,1497,1227000
2011,3,2,74564.52,1,0,1,1,5,47.04,68.0,1399,215000
2011,2,1,124274.2,1,0,1,2,7,30.11,102.0,2494,735000
2014,2,1,50206.7768,1,0,1,2,8,30.55,100.6,2494,1365000
2018,1,1,15077.567315,0,1,1,1,5,43.99,88.7,1199,675000
2012,4,2,30447.179,1,0,1,3,5,59.84,57.6,936,135000
2016,2,1,35356.0099,1,0,1,2,8,32.18,147.8,2393,1490000
2017,1,1,74564.52,1,0,1,1,5,60.69,98.6,1498,550000
2011,3,2,68350.81,1,0,1,2,5,41.87,68.0,1399,260000
2016,9,3,60272.987,1,0,0,1,5,39.89,138.03,1968,1350000
2016,9,3,37282.26,1,0,0,1,5,52.1,108.6,1498,1000000
2018,2,1,7953.5488000000005,0,0,0,1,5,41.87,105.5,1496,1080000
2015,14,3,12427.42,1,0,1,1,5,47.98,91.7,1248,700000
2018,9,3,10563.307,0,0,1,1,5,44.17,75.0,999,678000
2014,2,1,74564.52,1,0,1,2,5,55.49,67.04,1364,400000
2017,11,1,34175.405,1,0,0,1,5,46.13,108.5,1461,850000
2010,1,1,74564.52,0,0,1,2,5,39.99,118.0,1497,350000
2012,14,3,43495.97,1,0,1,2,5,47.75,92.0,1248,285000
2019,1,1,24854.84,1,0,1,1,5,60.21,97.9,1498,1200000
2015,3,2,37282.26,1,0,1,1,5,60.76,99.0,1498,500000
2014,1,1,68350.81,1,0,1,1,5,61.16,98.6,1498,500000
2018,2,1,93205.65,1,0,1,1,5,55.49,67.05,1364,670000
2012,2,1,74564.52,1,0,1,2,7,30.11,102.0,2494,750000
2006,2,1,189518.155,1,0,1,4,8,30.11,102.0,2494,370000
2017,1,1,43495.97,1,0,1,1,5,59.98,98.6,1498,700000
2011,2,1,74564.52,1,0,1,2,8,30.11,102.0,2494,650000
2017,1,1,43495.97,1,0,1,1,5,59.98,98.6,1498,800000
2017,1,1,43495.97,1,0,1,2,5,60.69,98.6,1498,590000
2017,2,1,97555.247,1,0,1,1,7,32.18,147.8,2393,1680000
2013,4,2,40389.115,1,0,1,1,7,34.34,184.0,2231,667000
2017,1,1,31068.55,1,0,1,1,5,64.21,98.6,1498,670000
2015,1,1,74564.52,0,0,1,2,5,40.93,117.3,1497,525000
2013,9,3,62137.1,1,0,1,1,5,48.31,103.6,1598,350000
2012,3,2,74564.52,1,0,1,2,5,47.04,68.0,1399,175000
2011,9,3,55923.39,1,0,1,1,5,48.31,103.6,1598,340000
2017,1,1,21747.985,0,0,1,1,5,40.93,117.6,1497,950000
2017,1,1,21747.985,0,0,1,1,5,41.87,117.3,1497,894999
2017,1,1,31068.55,1,0,1,1,5,60.69,98.6,1498,650000
2010,2,1,62137.1,1,0,1,2,7,30.11,102.0,2494,475000
2006,2,1,164041.944,1,0,1,1,8,30.11,102.0,2494,430000
2015,9,3,49709.68,1,0,1,1,5,47.37,88.8,1498,416000
2010,1,1,15534.275,0,0,0,1,5,39.52,118.0,1497,800000
2011,3,2,185168.558,1,0,1,2,7,30.81,141.0,2499,850000
2005,1,1,52816.535,0,0,1,3,5,26.11,158.8,2354,476999
2010,3,2,74564.52,1,0,1,1,7,30.81,141.0,2499,500000
2015,3,2,24854.84,1,0,1,1,5,53.56,98.59,1498,600000
2017,10,3,24233.469,1,1,0,1,5,46.08,187.74,1995,2950000
2019,10,3,6213.71,1,1,0,1,5,42.62,190.0,1995,5200000
2019,9,3,22866.4528,1,1,1,1,5,47.37,88.0,1498,695000
2016,8,3,18641.13,1,1,0,1,5,37.0,174.33,1968,2375000
2019,5,2,15534.275,1,1,1,1,5,38.34,170.63,1956,2150000
2017,2,1,37282.26,1,1,0,2,7,29.52,168.5,2982,2750000
2018,8,3,9320.565,1,1,0,1,5,42.93,187.74,1968,2900000
2008,1,1,74564.52,0,0,1,1,5,26.11,158.8,2354,400000
2018,9,3,24854.84,1,1,1,1,5,47.37,88.0,1498,650000
2010,6,3,21747.985,0,0,0,2,5,25.71,204.0,2497,1200000
2010,2,1,74564.52,1,0,1,2,5,50.41,87.2,1364,450000
2017,2,1,38525.002,1,1,0,1,7,26.72,171.5,2755,1465000
2016,2,1,37282.26,1,1,1,2,7,32.18,147.8,2393,1385000
2015,2,1,12427.42,1,0,1,1,7,29.52,168.5,2982,2000000
2011,2,1,44738.712,0,1,1,1,5,41.4,88.7,1496,300000
2014,2,1,34107.675561000004,1,1,1,1,5,55.49,67.04,1364,480000
2017,10,3,27340.324,1,1,0,1,5,53.37,190.0,1995,2600000
2017,2,1,11737.698190000001,1,1,0,1,7,26.72,171.5,2755,1850000
2018,9,3,9006.772645000001,0,1,1,1,5,44.17,75.0,999,560000
